"id","participantId","visualizationIndex","questionAnswers","createdAt"
"a2a498a3-9a8f-4ff3-9bbb-97b5ed9961c9","c74d9ea5-80b6-44f8-b6e2-b4809170e2d5",10,"{Agree,""Low emotionality"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","2022-12-21 03:41:54.936"
"61ae8df9-0455-49b6-938f-ecc95dca733a","10740bd7-ccb9-4160-99b2-92cd89b73acc",3,"{Disagree,""Not at all emotional"",Believable,Truthful,Credible,Unlikely}","2022-12-21 03:41:55.204"
"e5e060a3-d3a9-404a-97eb-9cedb330acde","bb7191e6-8891-4e27-835f-d72c9dee7feb",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 03:41:58.065"
"5abd49b7-91f9-44f7-8456-18aceab1fa07","1f64fdcf-f5e1-42ae-9a38-92cb1e740f8d",4,"{""Somewhat agree"",""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:41:59.789"
"8aa18238-334f-4924-beaa-e1378e44e66a","a642712d-11e2-4c36-8ecc-31f923a3c9f9",4,"{Disagree,""Not at all emotional"",Believable,""Moderately truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:42:05.374"
"23dcc1b9-c450-4ca4-8f5d-6b6f4ddbeaa8","14ece2d1-5b20-4431-bdb3-ff11822ac58d",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 03:42:07.13"
"dfd7faf3-b0a2-4f3e-9fe8-c590dd87e70e","7b898db1-dcfc-4856-8d89-8136c09421a4",4,"{Agree,""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Low credibility"",Unlikely}","2022-12-21 03:42:16.2"
"ecd519d9-dbf1-4628-890b-0c6504576f91","a67c2ac8-e227-407f-86be-36bfc1ff9306",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 03:42:17.882"
"148dc308-d980-4af7-b4a1-ef57bc64d15c","6400fd5e-1ad7-450c-9f2c-001c39c75224",10,"{Agree,""Not at all emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","2022-12-21 03:42:18.294"
"fa3d743a-147b-4d58-abaf-3cfaee9edaea","12e91045-5a7d-4b05-a379-84b585283ca4",4,"{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 03:42:19.969"
"6ea4161e-76d4-47fe-8cf6-686e8d18e52b","1f64fdcf-f5e1-42ae-9a38-92cb1e740f8d",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 03:42:21.905"
"2b51af75-6f2e-46d4-b537-3fd9faca7768","2ef8f759-9336-4b2c-bbdb-a55347d092e3",4,"{Agree,""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:42:22.847"
"2bcbda44-ae07-4f1a-9d27-30d1dca8510c","38dc54d4-2336-40bd-8940-2e4386d180a2",4,"{Agree,""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",Unlikely}","2022-12-21 03:42:23.494"
"632a1be0-e929-4cb3-b31d-b016ba93b039","baa0223f-43a2-4864-ac9a-e049f79d88f7",1,"{""Somewhat disagree"",""Low emotionality"",""Moderately believable"",""Slightly truthful"",""Slightly credible"",""Somewhat unlikely""}","2022-12-21 03:42:35.675"
"000e5f35-04e8-4a6f-b448-b627da445a1e","bb7191e6-8891-4e27-835f-d72c9dee7feb",6,"{Disagree,""Low emotionality"",Believable,Truthful,""Moderately credible"",Unlikely}","2022-12-21 03:42:37.222"
"f0da849f-ff04-4416-a8e3-c48f4ee750fe","14ece2d1-5b20-4431-bdb3-ff11822ac58d",6,"{Agree,""Moderately emotional"",Believable,""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 03:42:37.579"
"3c51d52d-2765-4967-8e4c-afface6ef8b7","12e91045-5a7d-4b05-a379-84b585283ca4",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 03:42:39.82"
"67a95ee3-ae70-4ec4-bece-85a13082c6fa","2ef8f759-9336-4b2c-bbdb-a55347d092e3",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 03:42:41.41"
"85874496-bc19-425f-b87c-7457bd0b1670","04d60ca8-f928-49a3-a4b3-7d8c65084180",1,"{""Somewhat agree"",""Moderately emotional"",Believable,""Moderately truthful"",""Moderately credible"",Unlikely}","2022-12-21 03:42:44.442"
"b7922995-ed6c-496f-8869-f96d5356b64b","6968cf9d-bcf9-417c-b670-a6d1fa971528",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 03:42:46.138"
"fce1a1cc-cb17-4fc4-a0d5-267a72289062","6114919e-5531-4e51-a7e4-2ffca65fb5e7",2,"{""Strongly agree"",""Extremely emotional"",Believable,Truthful,Credible,""Somewhat likely""}","2022-12-21 03:42:47.488"
"ffaee0c4-62db-43b9-92cb-2457e3d2ccbc","7b898db1-dcfc-4856-8d89-8136c09421a4",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 03:42:48.332"
"18d74c0b-5cbb-4d37-b577-cc68ae4e523c","a642712d-11e2-4c36-8ecc-31f923a3c9f9",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 03:42:48.335"
"d547360c-7067-4306-bb5e-43b8c9bd0763","38dc54d4-2336-40bd-8940-2e4386d180a2",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 03:42:49.245"
"3bd3ffcd-d4a0-4663-958d-5e86ddc8ed6c","baa0223f-43a2-4864-ac9a-e049f79d88f7",2,"{""Strongly agree"",Emotional,""Very believable"",Truthful,Credible,""Very unlikely""}","2022-12-21 03:42:58.256"
"430e1d22-7d04-4a07-81bb-5ed2a6828008","6968cf9d-bcf9-417c-b670-a6d1fa971528",6,"{""Somewhat agree"",""Very emotional"",""Moderately believable"",""Moderately truthful"",Credible,""Neither unlikely nor likely""}","2022-12-21 03:42:59.806"
"8dc6a69d-1cca-4845-afbf-e059352c01f3","14ece2d1-5b20-4431-bdb3-ff11822ac58d",7,"{Agree,""Very emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 03:43:00.406"
"8a07f8a2-f459-4495-8bd7-ceb9a6ee7345","1f64fdcf-f5e1-42ae-9a38-92cb1e740f8d",6,"{Agree,""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","2022-12-21 03:43:06.184"
"cda17ce7-9e9d-4b7b-83b5-75306a549173","6968cf9d-bcf9-417c-b670-a6d1fa971528",7,"{""Somewhat disagree"",Emotional,""Moderately believable"",Truthful,Credible,""Neither unlikely nor likely""}","2022-12-21 03:43:10.771"
"38167008-51c6-4451-a7d2-7d96976ae35d","b0ef303d-eb70-4f0b-897f-dda8beadfbbe",1,"{""Strongly disagree"",""Not at all emotional"",""Extremely believable"",""Extremely truthful"",""Very credible"",Likely}","2022-12-21 03:43:10.871"
"14a73f1a-753d-484a-a3f5-8b05f46f8760","10740bd7-ccb9-4160-99b2-92cd89b73acc",4,"{Disagree,""Not at all emotional"",Believable,Truthful,Credible,Unlikely}","2022-12-21 03:43:12.435"
"e1f02f71-2e75-41b9-b252-3dafa1168b3d","c2cd4ff6-b483-445f-a342-c2d64b90f8a1",1,"{""Strongly disagree"",""Not at all emotional"",Believable,""Very truthful"",""Very credible"",""Very unlikely""}","2022-12-21 03:43:13.456"
"2e89e28a-24f2-44b7-b6c4-5b36be33b166","dcba72e6-7eb5-4fb0-965b-d3293be2ceeb",1,"{""Strongly disagree"",""Low emotionality"",Believable,Truthful,Credible,Unlikely}","2022-12-21 03:43:14.096"
"602f42c9-f78f-4f0b-908d-72465ef5d747","14ece2d1-5b20-4431-bdb3-ff11822ac58d",8,"{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 03:43:18.861"
"844857c0-02f1-41d0-8e15-91dcfcd5ffc8","6968cf9d-bcf9-417c-b670-a6d1fa971528",8,"{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",Truthful,Credible,""Somewhat likely""}","2022-12-21 03:43:21.354"
"41dc3568-2f74-474d-8781-ffbeaea3a07a","baa0223f-43a2-4864-ac9a-e049f79d88f7",3,"{""Strongly disagree"",""Not at all emotional"",""Extremely believable"",""Very truthful"",""Very credible"",""Very unlikely""}","2022-12-21 03:43:21.773"
"0f9941ce-4277-4d20-8de5-63f2ac09056f","bf9f9cfa-a052-4fd5-85f8-9525c5aaecad",1,"{""Strongly agree"",""Very emotional"",""Low believability"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","2022-12-21 03:43:23.394"
"e39729b7-d592-413e-b356-a49385377028","1f64fdcf-f5e1-42ae-9a38-92cb1e740f8d",7,"{""Strongly agree"",""Not at all emotional"",""Low believability"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","2022-12-21 03:43:24.678"
"6ba3dd66-e9ce-4e80-b2f5-71f3656f308e","12e91045-5a7d-4b05-a379-84b585283ca4",6,"{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 03:43:28.076"
"331de96b-be05-41cf-820b-da4bd78ca7ee","9d1e1fde-babd-42bf-a400-04c5fff771ee",1,"{""Somewhat agree"",""Moderately emotional"",Believable,Truthful,Credible,""Very unlikely""}","2022-12-21 03:43:30.632"
"c5d0215d-38f6-459c-adf2-2c02a0dee6f7","2ef8f759-9336-4b2c-bbdb-a55347d092e3",6,"{""Somewhat disagree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 03:43:33.931"
"f2bf3b29-9241-4f4c-807f-99a1e4be198b","6968cf9d-bcf9-417c-b670-a6d1fa971528",9,"{Agree,""Extremely emotional"",Believable,""Moderately truthful"",""Very credible"",""Somewhat likely""}","2022-12-21 03:43:35.367"
"e54837ce-9ca4-47af-a009-8fe89f61063d","a642712d-11e2-4c36-8ecc-31f923a3c9f9",6,"{""Strongly agree"",""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","2022-12-21 03:43:37.016"
"093c0b7f-36b2-421f-8428-0c31b5ad0244","38dc54d4-2336-40bd-8940-2e4386d180a2",6,"{Agree,""Very emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Somewhat likely""}","2022-12-21 03:43:41.562"
"13aa89c5-de03-4d27-8836-71f35efcf3f6","baa0223f-43a2-4864-ac9a-e049f79d88f7",4,"{""Somewhat agree"",""Moderately emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:43:41.762"
"96173e58-8690-4089-a401-8558ed2acfb0","c2cd4ff6-b483-445f-a342-c2d64b90f8a1",2,"{Agree,""Not at all emotional"",""Moderately believable"",""Slightly truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 03:43:42.956"
"a0a261bb-724b-4e34-8058-68d4a3821488","14ece2d1-5b20-4431-bdb3-ff11822ac58d",9,"{Disagree,""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",""Neither unlikely nor likely""}","2022-12-21 03:43:46.181"
"7a706f7e-29f9-4f68-b87a-b3b8a8a0459f","6968cf9d-bcf9-417c-b670-a6d1fa971528",10,"{""Somewhat disagree"",""Slightly emotional"",""Slightly believable"",""Low truthfulness"",""Slightly credible"",""Neither unlikely nor likely""}","2022-12-21 03:43:47.1"
"630781a4-24e4-49c2-9c19-350111e63c5b","1f64fdcf-f5e1-42ae-9a38-92cb1e740f8d",8,"{""Somewhat agree"",""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:43:47.819"
"ab23adc1-0682-437c-90e5-076e6f03ede6","bf9f9cfa-a052-4fd5-85f8-9525c5aaecad",2,"{""Strongly agree"",""Extremely emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","2022-12-21 03:43:48.503"
"c694c47d-191e-48fa-a40c-f145ef7fd556","bf9f9cfa-a052-4fd5-85f8-9525c5aaecad",4,"{Agree,""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","2022-12-21 03:44:24.31"
"63c52bc1-aa89-4512-bd13-6e5443d63658","c2cd4ff6-b483-445f-a342-c2d64b90f8a1",3,"{""Strongly disagree"",""Not at all emotional"",Believable,Truthful,Credible,""Very unlikely""}","2022-12-21 03:44:28.804"
"1a503e8a-d6ee-4929-a449-22a5d7072e22","1f64fdcf-f5e1-42ae-9a38-92cb1e740f8d",10,"{Agree,""Not at all emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","2022-12-21 03:44:30.018"
"0e436db9-788f-46ef-a7bf-cae0093f41df","abd79dd5-1505-41c6-992f-f6fc4dc35b24",1,"{""Somewhat agree"",""Moderately emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","2022-12-21 03:44:30.225"
"dac31ae8-129b-4f51-81ad-7db3f7ec0816","917088d5-9e47-4a7f-bc4c-ca5355801f02",2,"{""Somewhat disagree"",""Slightly emotional"",""Low believability"",""Moderately truthful"",""Slightly credible"",""Somewhat unlikely""}","2022-12-21 03:44:30.279"
"172ae7b7-7f04-4da5-967a-385440db5404","bf9f9cfa-a052-4fd5-85f8-9525c5aaecad",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 03:44:32.444"
"e41223af-610c-4a41-a878-34825c99db9c","7b898db1-dcfc-4856-8d89-8136c09421a4",7,"{Agree,""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:44:32.552"
"06e54f36-ac78-41a0-be00-afa654b34ec1","dcba72e6-7eb5-4fb0-965b-d3293be2ceeb",3,"{Disagree,""Not at all emotional"",Believable,Truthful,Credible,""Very unlikely""}","2022-12-21 03:44:33.894"
"effb4219-6bc8-4407-8c93-721af45dca24","10740bd7-ccb9-4160-99b2-92cd89b73acc",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 03:44:35.42"
"24bca7f5-885a-4b8f-8471-0d647337d586","bb7191e6-8891-4e27-835f-d72c9dee7feb",7,"{""Strongly agree"",""Extremely emotional"",""Slightly believable"",""Low truthfulness"",""Not at all credible"",""Very unlikely""}","2022-12-21 03:44:36.774"
"10ebe9bf-2a89-496c-8229-fc6415a1bea3","29f34d6d-9750-433f-98f9-75e1821fcc64",1,"{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",Credible,""Very unlikely""}","2022-12-21 03:44:40.389"
"3f654b9a-cefc-4ecc-a666-e4cbfcc07a97","9d1e1fde-babd-42bf-a400-04c5fff771ee",4,"{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",Truthful,Credible,""Very unlikely""}","2022-12-21 03:44:41.409"
"39638b12-229f-4bcb-a903-01518646a8dc","acb2e609-9395-4678-9f52-5ba161d1423f",2,"{""Somewhat disagree"",""Moderately emotional"",Believable,Truthful,Credible,""Somewhat likely""}","2022-12-21 03:44:42.44"
"25b09609-103d-4543-9b9f-1cbfb9c3188f","c2cd4ff6-b483-445f-a342-c2d64b90f8a1",4,"{Agree,""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:44:44.277"
"ddedae9d-96b6-41df-91e4-693c26c300cb","12e91045-5a7d-4b05-a379-84b585283ca4",8,"{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 03:44:44.631"
"c6e82838-40f2-4532-a25a-c6f20c139b74","7b898db1-dcfc-4856-8d89-8136c09421a4",6,"{""Somewhat disagree"",""Slightly emotional"",Believable,Truthful,Credible,""Somewhat unlikely""}","2022-12-21 03:43:53.443"
"771a1a16-5c71-4a70-bb0a-ef49ac7c7a4b","baa0223f-43a2-4864-ac9a-e049f79d88f7",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 03:43:55.515"
"b751a36e-f9d2-4503-b816-ceb4669b3073","9c4e0968-2499-49a2-a9df-cf40d88adfad",1,"{Agree,Emotional,""Slightly believable"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","2022-12-21 03:43:56.631"
"a7530097-576c-4abd-83a9-4f655b44b505","9d1e1fde-babd-42bf-a400-04c5fff771ee",2,"{Agree,""Very emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:43:57.849"
"ee15a058-48a1-4277-b6f5-782a24486280","06c4f11b-ed29-4697-99d6-7dcdf89c3a4d",1,"{Disagree,""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","2022-12-21 03:43:57.905"
"6673c638-24b6-4752-a8db-cace1e1ca7e0","dcba72e6-7eb5-4fb0-965b-d3293be2ceeb",2,"{""Somewhat agree"",""Low emotionality"",""Moderately believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:44:01.282"
"07f03295-8a0c-4b4e-9ef8-d17c45d77b68","12e91045-5a7d-4b05-a379-84b585283ca4",7,"{""Strongly agree"",Emotional,""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:44:01.514"
"efb31463-594b-4f0c-9a52-52b81131b876","14ece2d1-5b20-4431-bdb3-ff11822ac58d",10,"{""Somewhat agree"",Emotional,""Moderately believable"",""Moderately truthful"",Credible,""Very unlikely""}","2022-12-21 03:44:01.884"
"be66f853-78bc-4d78-92bf-b508428de4b1","f393e8a5-84a2-4151-b276-5ac6140622a0",1,"{Agree,""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:44:05.586"
"27cfc4f6-cc2b-42c8-9c31-49fa0ae0b3ea","bf9f9cfa-a052-4fd5-85f8-9525c5aaecad",3,"{Disagree,""Slightly emotional"",""Very believable"",Truthful,""Very credible"",""Very unlikely""}","2022-12-21 03:44:07.911"
"03ff8af8-995c-4e65-ac3b-eb6ac9d08992","1f64fdcf-f5e1-42ae-9a38-92cb1e740f8d",9,"{Disagree,""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:44:12.491"
"a88399b3-6230-4bb7-919c-ff5b8a57d364","bb52b7c2-7c59-4153-86ae-f7d18f8be190",1,"{""Somewhat disagree"",Emotional,""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","2022-12-21 03:44:13.927"
"c1585eb7-5ce8-467e-aeeb-ea4eec4fddee","2ef8f759-9336-4b2c-bbdb-a55347d092e3",7,"{""Somewhat agree"",Emotional,""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:44:15.647"
"33952113-6e16-48b0-8fb0-397fb0c6d3fb","917088d5-9e47-4a7f-bc4c-ca5355801f02",1,"{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Moderately truthful"",""Slightly credible"",""Somewhat unlikely""}","2022-12-21 03:44:15.89"
"ef0bfe0a-db7d-4f60-ba26-baeba8e47ecc","9d1e1fde-babd-42bf-a400-04c5fff771ee",3,"{Disagree,""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","2022-12-21 03:44:16.35"
"40e4e3d5-e62c-45e4-a088-ac813ff6a6a9","38dc54d4-2336-40bd-8940-2e4386d180a2",7,"{""Strongly agree"",""Extremely emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","2022-12-21 03:44:19.233"
"5ce62683-3a2f-4578-bb5e-dd9ec35b8a0f","acb2e609-9395-4678-9f52-5ba161d1423f",1,"{""Somewhat agree"",Emotional,""Moderately believable"",""Moderately truthful"",Credible,""Somewhat likely""}","2022-12-21 03:44:19.246"
"d24e032f-5493-4f2f-93b2-d38928268d4a","baa0223f-43a2-4864-ac9a-e049f79d88f7",6,"{""Somewhat disagree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:44:20.837"
"14064fd6-a5be-4892-b757-1733b184a4de","0ddda046-5947-4395-a112-87dacb8d0155",4,"{Agree,""Low emotionality"",""Very believable"",Truthful,Credible,""Somewhat likely""}","2022-12-21 03:55:25.615"
"3bdd646c-054d-4968-95c1-e4f8038ce1dd","72f48912-de1b-48b2-85f6-b512fe85d8bd",7,"{""Strongly agree"",""Very emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:57:11.2"
"8cdf1577-ce72-4e79-aecd-204c54004d14","0ddda046-5947-4395-a112-87dacb8d0155",8,"{""Somewhat agree"",""Not at all emotional"",Believable,Truthful,Credible,""Very unlikely""}","2022-12-21 03:57:13.997"
"e9718c61-d9b2-4a3e-9620-2a1ef76b6a38","9bf4b10f-930d-406c-8e44-ddad395bc653",1,"{Agree,""Moderately emotional"",""Extremely believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 03:57:14.552"
"1a4b764b-a8db-483c-82b3-af63c310b844","a5bfdb54-ad67-4692-a023-9a0e3bed183b",6,"{""Somewhat disagree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","2022-12-21 03:57:16.136"
"44c80944-45ea-4764-8993-9d687f3ed81f","251e12ad-9b99-4e69-a635-1610f2fd82b0",6,"{Disagree,""Low emotionality"",Believable,Truthful,Credible,""Somewhat likely""}","2022-12-21 03:57:23.124"
"262a5179-9e0d-49d6-b21d-95f17358455b","3c7ca37f-77bb-456b-b6d4-bd9b689e78ff",4,"{""Somewhat disagree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:57:24.226"
"f3512c10-e5d6-41f7-814d-8b2ca3f71c55","a6261860-7a09-4372-acf5-e1bb24f2bf17",9,"{""Somewhat disagree"",""Not at all emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","2022-12-21 03:57:24.938"
"54317c03-10a5-4099-8ba0-ded8ba676582","ce75f664-ea05-40e5-8928-2f4ba507badc",1,"{Disagree,""Moderately emotional"",Believable,Truthful,Credible,""Neither unlikely nor likely""}","2022-12-21 03:57:27.752"
"28722398-fda7-4fe8-b987-b9f56f023268","21844761-9368-4247-875f-1c65e4cb4fbb",7,"{Agree,""Very emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Somewhat unlikely""}","2022-12-21 03:57:27.917"
"0f437680-901e-433f-a9f5-111bf416054a","0fe4879b-2b97-46e9-b762-6ea60bce3c78",4,"{Agree,""Not at all emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 03:57:28.572"
"d85de5ae-7856-485f-8d6d-91818a01a92a","5a126b59-c1c6-41ed-8304-58b6ebb20915",4,"{""Somewhat agree"",""Slightly emotional"",Believable,Truthful,""Moderately credible"",""Somewhat unlikely""}","2022-12-21 03:57:30.249"
"48d81b45-0da7-40ea-9464-2c36ebe88b1b","917088d5-9e47-4a7f-bc4c-ca5355801f02",3,"{""Somewhat agree"",""Slightly emotional"",""Low believability"",""Slightly truthful"",""Slightly credible"",""Somewhat unlikely""}","2022-12-21 03:44:44.987"
"e3627d8d-e972-4ae0-8700-8cdcb6e2c879","baa0223f-43a2-4864-ac9a-e049f79d88f7",7,"{""Somewhat agree"",Emotional,""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 03:44:45.398"
"d1c7c22a-608c-4fa1-a54c-1b7fac2f03c8","f1c234ed-3f51-4e2a-a667-628b5f6b0c71",1,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","2022-12-21 03:44:47.633"
"775066d6-2bf4-4c5d-b61c-2ebaa693347e","9c4e0968-2499-49a2-a9df-cf40d88adfad",2,"{""Somewhat disagree"",""Low emotionality"",""Moderately believable"",Truthful,""Moderately credible"",Unlikely}","2022-12-21 03:44:47.824"
"eb05f58f-3c19-4381-97bf-7c50b8f028cb","6b53b357-5198-428a-9eff-d07aa243b5e7",1,"{""Strongly disagree"",""Not at all emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Somewhat likely""}","2022-12-21 03:44:48.317"
"5b2e80df-9cfd-42ec-9678-8ca30db4729c","4d9d9d13-0118-4ae1-a351-54638e8c53d7",1,"{Disagree,""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",""Neither unlikely nor likely""}","2022-12-21 03:44:48.857"
"43ae3d66-65fd-448e-b73d-cce9beec21b5","06c4f11b-ed29-4697-99d6-7dcdf89c3a4d",2,"{""Somewhat agree"",""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","2022-12-21 03:44:49.349"
"6000962f-bbb3-42bd-961c-15eba3759d68","2ef8f759-9336-4b2c-bbdb-a55347d092e3",8,"{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 03:44:49.487"
"3a1493e7-6cf2-4d8d-919f-21646a8baa9b","b0ef303d-eb70-4f0b-897f-dda8beadfbbe",2,"{Agree,Emotional,""Low believability"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","2022-12-21 03:44:49.784"
"72a8a9b9-5472-4329-95d6-a9642fc0d4bf","9d1e1fde-babd-42bf-a400-04c5fff771ee",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 03:44:50.874"
"b6ce2671-e6b2-4dc8-a5f4-e7bed642ba51","bf9f9cfa-a052-4fd5-85f8-9525c5aaecad",6,"{""Somewhat agree"",""Very emotional"",Believable,Truthful,Credible,""Very unlikely""}","2022-12-21 03:44:51.226"
"3e893d37-9f56-42ec-a41d-5a1449d1da11","917088d5-9e47-4a7f-bc4c-ca5355801f02",4,"{""Somewhat disagree"",""Low emotionality"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Somewhat unlikely""}","2022-12-21 03:44:56.1"
"26d56c44-af6f-48d4-9dd6-4631022e8754","bb52b7c2-7c59-4153-86ae-f7d18f8be190",2,"{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 03:44:56.374"
"fdfda347-b47a-4a91-aebe-1628aa0135bc","c2cd4ff6-b483-445f-a342-c2d64b90f8a1",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 03:44:59.502"
