"id","participantId","snippetIndex","questionAnswers","highlightedWordIndices","createdAt"
"1cd46a7b-8c41-4e37-85e1-55aa12df3ec2","528a531d-7059-4489-8509-56e7eed4d61f",5,"{""Strongly agree"",""Extremely emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{6,7,20,21,22,23,29,30,31,54,58,59,60}","2022-12-21 03:45:18.864"
"3c65c222-cf86-4ac0-938a-d98d485da42d","a7c66bb0-35dd-4292-8815-ba941f37cd52",4,"{""Strongly agree"",""Extremely emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Somewhat unlikely""}","{1,3,4,5,15,18,33,35}","2022-12-21 03:45:22.131"
"7200577e-8469-4291-85e8-1a45087841ae","283e8cbd-1412-407a-80be-5381d8668e80",5,"{""Somewhat agree"",""Moderately emotional"",Believable,""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{20,29,54,59}","2022-12-21 03:45:33.67"
"1fb8a4ac-7687-40b5-9075-08c87a962d4b","14ece2d1-5b20-4431-bdb3-ff11822ac58d",2,"{""Somewhat agree"",""Slightly emotional"",Believable,Truthful,Credible,""Very unlikely""}","{16}","2022-12-21 03:45:39.503"
"143490f2-773d-4083-89c0-82524c153a0a","596dd0b5-2fcd-43c3-858d-bb7ea77121ab",2,"{""Strongly agree"",Emotional,""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Somewhat unlikely""}","{7,9,11,12,13,16,22,24,25,32,33,41}","2022-12-21 03:45:43.667"
"c6156469-1886-434e-a8b8-6be01bece737","1f64fdcf-f5e1-42ae-9a38-92cb1e740f8d",0,"{Agree,""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{11,27,41}","2022-12-21 03:45:44.463"
"1fe27c1c-59b5-4320-9e24-6c69792c79c5","c74d9ea5-80b6-44f8-b6e2-b4809170e2d5",2,"{""Somewhat agree"",""Slightly emotional"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{16,32,33}","2022-12-21 03:45:51.511"
"d9d0f00d-3bff-421a-a262-334a54276db1","6968cf9d-bcf9-417c-b670-a6d1fa971528",2,"{""Somewhat agree"",""Extremely emotional"",""Very believable"",Truthful,""Very credible"",""Somewhat likely""}","{9,17,19,45,51,52}","2022-12-21 03:45:54.443"
"b24f3825-7155-4176-b105-63e1e82c7648","1f64fdcf-f5e1-42ae-9a38-92cb1e740f8d",1,"{""Strongly disagree"",""Low emotionality"",Believable,Truthful,""Moderately credible"",""Very unlikely""}","{}","2022-12-21 03:46:11.924"
"df9ca13a-b923-4b60-ac51-8aa5e4d26f36","14ece2d1-5b20-4431-bdb3-ff11822ac58d",3,"{Agree,""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{10,11,22,23,33}","2022-12-21 03:46:16.127"
"dc00864c-d7ba-4321-b984-9eb8d1efee00","9aca74d9-d80a-489d-b6cf-4d788fb42900",3,"{Agree,Emotional,""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{0,1,2,3,10,11,22,33,34}","2022-12-21 03:46:24.049"
"3605a601-99f1-419d-8c9a-bda9a63f9743","a7c66bb0-35dd-4292-8815-ba941f37cd52",5,"{""Somewhat agree"",""Moderately emotional"",Believable,""Very truthful"",""Very credible"",""Somewhat likely""}","{29,30,31,58,59,60}","2022-12-21 03:46:37.817"
"e948e0d8-80d8-413a-ab08-adbe9c8d854d","baa0223f-43a2-4864-ac9a-e049f79d88f7",0,"{Agree,""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{8,16,17,27,28,32,33,34,35,40,41,43}","2022-12-21 03:46:43.575"
"a29e9422-180d-4dc5-bd6e-96e34e331da5","bf9f9cfa-a052-4fd5-85f8-9525c5aaecad",0,"{""Strongly agree"",""Very emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{5,13,17,31,36,37,43,44}","2022-12-21 03:46:48.295"
"88274809-606b-42f8-906f-b32a1abde51e","6968cf9d-bcf9-417c-b670-a6d1fa971528",3,"{Agree,Emotional,Believable,Truthful,""Moderately credible"",""Somewhat likely""}","{5,7,10,11,28,33,34}","2022-12-21 03:46:48.386"
"882b3a8c-894a-4d87-af73-b441c8c2d0cc","6400fd5e-1ad7-450c-9f2c-001c39c75224",0,"{Agree,""Slightly emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{41}","2022-12-21 03:46:53.895"
"d177c99d-3386-4204-8c1d-6f31b355c0db","1f64fdcf-f5e1-42ae-9a38-92cb1e740f8d",2,"{""Somewhat agree"",""Low emotionality"",""Slightly believable"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","{11,12,13,14,22,24}","2022-12-21 03:46:54.486"
"c11c40b5-e18f-4436-a8dc-788e79f3d36f","14ece2d1-5b20-4431-bdb3-ff11822ac58d",4,"{""Somewhat agree"",Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{0,3,4,5,11,31,32,38}","2022-12-21 03:46:55.552"
"9b07887c-86ab-4f9d-a170-87ac09925638","baa0223f-43a2-4864-ac9a-e049f79d88f7",1,"{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{16,23,24,27,28,30,31,32}","2022-12-21 03:47:03.849"
"422a5099-8fa6-4bae-9264-c7332dedf7f9","6968cf9d-bcf9-417c-b670-a6d1fa971528",4,"{Agree,Emotional,Believable,""Very truthful"",Credible,""Somewhat likely""}","{1,13,38,39,44,45}","2022-12-21 03:47:11.043"
"4c4fe7e0-4fe5-460c-9868-b645f76d171f","596dd0b5-2fcd-43c3-858d-bb7ea77121ab",3,"{Agree,""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{3,11,22,29,30,33}","2022-12-21 03:47:13.745"
"1c5e94d2-4628-4fc3-bc0a-c6927b62a582","c74d9ea5-80b6-44f8-b6e2-b4809170e2d5",3,"{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{11,22}","2022-12-21 03:47:15.098"
"71f33781-34c0-45a3-bc0c-c8b72ece6688","baa0223f-43a2-4864-ac9a-e049f79d88f7",2,"{""Strongly disagree"",""Not at all emotional"",""Slightly believable"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{}","2022-12-21 03:47:19.958"
"f74c2804-e050-472c-bec7-b5ec11a42a6f","14ece2d1-5b20-4431-bdb3-ff11822ac58d",5,"{""Strongly disagree"",""Low emotionality"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Neither unlikely nor likely""}","{}","2022-12-21 03:47:22.777"
"b81a99a8-8e4f-4377-91f8-554427f41ecd","bf9f9cfa-a052-4fd5-85f8-9525c5aaecad",1,"{""Strongly agree"",""Extremely emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{0,3,6,10,23,24,30,31,32,34,35}","2022-12-21 03:47:23.084"
"3e0f90cc-d5a2-40e9-bfe3-4f5b78e51ac7","6968cf9d-bcf9-417c-b670-a6d1fa971528",5,"{Agree,Emotional,""Very believable"",Truthful,""Very credible"",""Somewhat likely""}","{6,7,22,23,50,54}","2022-12-21 03:47:26.644"
"b0a800d1-c9ea-46c1-8a05-6aad2c47fdc7","6400fd5e-1ad7-450c-9f2c-001c39c75224",1,"{""Somewhat agree"",""Slightly emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{}","2022-12-21 03:47:33.244"
"152a430d-58be-418e-9896-322974998e17","1f64fdcf-f5e1-42ae-9a38-92cb1e740f8d",3,"{""Strongly agree"",""Slightly emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{10,11,33,39}","2022-12-21 03:47:34.467"
"c6894d30-062b-4cd3-9fac-badeb0960de0","2ef8f759-9336-4b2c-bbdb-a55347d092e3",0,"{Agree,Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{5,8,11,12,13,17,27,34,35}","2022-12-21 03:47:36.281"
"dce31b0a-0c16-4864-9b3d-38c74df66acc","917088d5-9e47-4a7f-bc4c-ca5355801f02",0,"{Agree,""Moderately emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Somewhat unlikely""}","{5,21}","2022-12-21 03:47:38.74"
"340cbe72-9e38-415b-b3e4-15ecb3119f55","12e91045-5a7d-4b05-a379-84b585283ca4",0,"{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{11,40}","2022-12-21 03:47:43.378"
"af60183b-92fb-497f-86f4-055258d1bd97","baa0223f-43a2-4864-ac9a-e049f79d88f7",3,"{""Strongly disagree"",""Not at all emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{}","2022-12-21 03:47:49.998"
"6e0e3e2e-9247-4058-82e6-c3375a95db7e","9aca74d9-d80a-489d-b6cf-4d788fb42900",4,"{Agree,Emotional,""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{9,32,35}","2022-12-21 03:48:06.074"
"d4b6837c-7b5d-4643-84be-7e18958939de","f1c234ed-3f51-4e2a-a667-628b5f6b0c71",0,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{17,27,33,40}","2022-12-21 03:48:16.134"
"ade800c9-75ca-44f5-a516-a782ff6e23c6","43f7567b-4e42-40f4-b005-9e0265670f04",0,"{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","{23,24,25,27,28,29}","2022-12-21 03:48:17.39"
"ef406da2-4cc2-4bfb-b5c6-3f3398c1fe7a","bb7191e6-8891-4e27-835f-d72c9dee7feb",0,"{""Somewhat agree"",""Slightly emotional"",Believable,""Moderately truthful"",""Moderately credible"",Unlikely}","{5,6,27,28,40,41}","2022-12-21 03:48:18.275"
"d349581b-0b9b-4529-8311-5368b93faeba","917088d5-9e47-4a7f-bc4c-ca5355801f02",2,"{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Moderately truthful"",""Slightly credible"",""Somewhat unlikely""}","{24,25,38,45}","2022-12-21 03:48:20.787"
"b1f5032f-b964-426f-af91-f340cd5a02ef","baa0223f-43a2-4864-ac9a-e049f79d88f7",4,"{Agree,""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{1,11,18,32}","2022-12-21 03:48:24.314"
"9b9598b6-26ac-4651-acec-c95976a4474e","9d1e1fde-babd-42bf-a400-04c5fff771ee",1,"{Disagree,Emotional,Believable,Truthful,Credible,""Very unlikely""}","{}","2022-12-21 03:48:29.896"
"5f94523c-9ef7-42fa-b746-0d9c6bcc29a7","bf9f9cfa-a052-4fd5-85f8-9525c5aaecad",3,"{""Strongly agree"",""Extremely emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{3,10,15,16,22,33,39}","2022-12-21 03:48:31.964"
"e5f779b6-ac73-4bc7-a8ab-53792d84a071","c2cd4ff6-b483-445f-a342-c2d64b90f8a1",1,"{Disagree,""Slightly emotional"",Believable,Truthful,Credible,""Very unlikely""}","{}","2022-12-21 03:48:32.062"
"2b69debd-3f7a-4b8b-9e37-d88b97d33bf2","f1c234ed-3f51-4e2a-a667-628b5f6b0c71",1,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{27,28}","2022-12-21 03:48:33.504"
"fc7f50f5-00be-4881-b6a2-1636e85b87f9","c74d9ea5-80b6-44f8-b6e2-b4809170e2d5",4,"{""Strongly agree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","{1,32,35,44}","2022-12-21 03:48:34.226"
"bacf8db5-b4b1-45ad-8046-8e7347425585","43f7567b-4e42-40f4-b005-9e0265670f04",1,"{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","{23,24,25,26,27,28,29,30}","2022-12-21 03:48:35.082"
"f9282d9e-d79c-450b-8714-5014d671761a","1f64fdcf-f5e1-42ae-9a38-92cb1e740f8d",5,"{""Somewhat disagree"",""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{}","2022-12-21 03:48:36.802"
"820b8c1d-d2da-4d68-85e6-bedd715905ce","917088d5-9e47-4a7f-bc4c-ca5355801f02",3,"{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Moderately truthful"",""Slightly credible"",""Somewhat unlikely""}","{40,43}","2022-12-21 03:48:39.119"
"0b5d67a9-67de-40be-9813-35ad398db2c7","9d1e1fde-babd-42bf-a400-04c5fff771ee",0,"{Agree,Emotional,""Slightly believable"",""Slightly truthful"",""Moderately credible"",""Very unlikely""}","{36,37,40,41}","2022-12-21 03:47:57.671"
"d0d856d6-bd32-4300-93bb-4e90c6fc0d2c","917088d5-9e47-4a7f-bc4c-ca5355801f02",1,"{""Somewhat disagree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Somewhat unlikely""}","{0,1,27,28}","2022-12-21 03:48:00.345"
"b66c0922-a1ff-466a-9aea-f48b913540d0","c2cd4ff6-b483-445f-a342-c2d64b90f8a1",0,"{""Somewhat agree"",""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{5,40}","2022-12-21 03:48:01.727"
"bd795fcb-a632-4ab9-84b7-c8bdfc2ca40c","bf9f9cfa-a052-4fd5-85f8-9525c5aaecad",2,"{""Strongly agree"",""Extremely emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{7,16,22,24,25,36,45}","2022-12-21 03:48:04.418"
"5f09888d-499d-4606-9228-3b2471192753","1f64fdcf-f5e1-42ae-9a38-92cb1e740f8d",4,"{""Strongly agree"",""Moderately emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{11,15,16,18,32}","2022-12-21 03:48:05.426"
"fa65cb70-89e1-47ff-b0cf-9eb6873d1b4e","12e91045-5a7d-4b05-a379-84b585283ca4",1,"{""Somewhat agree"",""Slightly emotional"",Believable,Truthful,Credible,""Very unlikely""}","{16,23,24,27,28}","2022-12-21 03:48:47.974"
"fd1167c1-fa1e-4c25-8b75-5424c8db4b4e","43f7567b-4e42-40f4-b005-9e0265670f04",3,"{Agree,""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Somewhat likely""}","{15,16,17,18}","2022-12-21 03:49:19.302"
"6cf86150-a122-49d7-a8f8-9806f866265b","29f34d6d-9750-433f-98f9-75e1821fcc64",1,"{Agree,""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",Unlikely}","{13,14,15,16,27,28,29,30,31,32}","2022-12-21 03:49:19.799"
"787807de-33a2-4d7b-842a-e3987a57faca","f1c234ed-3f51-4e2a-a667-628b5f6b0c71",3,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{3,11}","2022-12-21 03:49:19.961"
"8bdfaf72-6ef2-4ca6-9bcf-21809109f70b","9aca74d9-d80a-489d-b6cf-4d788fb42900",5,"{""Somewhat disagree"",""Moderately emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Somewhat likely""}","{59}","2022-12-21 03:49:25.185"
"1f0bd6aa-de76-4848-a0cd-81274c71236e","917088d5-9e47-4a7f-bc4c-ca5355801f02",5,"{Agree,""Moderately emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Somewhat unlikely""}","{29}","2022-12-21 03:49:26.929"
"9c2c7720-ada7-473a-a168-22e1565ce7a3","596dd0b5-2fcd-43c3-858d-bb7ea77121ab",4,"{""Strongly agree"",""Extremely emotional"",Believable,""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","{0,1,5,9,13,15,21,31,32,33,35,36,38,43}","2022-12-21 03:49:27.213"
"07d31450-df39-4d2c-864d-c8640b5ec6c1","bf9f9cfa-a052-4fd5-85f8-9525c5aaecad",5,"{""Strongly disagree"",""Not at all emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{}","2022-12-21 03:49:27.911"
"15deb2f5-13f5-4f58-a75b-e565ae0e646d","6b53b357-5198-428a-9eff-d07aa243b5e7",0,"{""Somewhat agree"",""Slightly emotional"",Believable,Truthful,Credible,""Neither unlikely nor likely""}","{5,36,37,43,44}","2022-12-21 03:49:28.337"
"f83478e9-eb4b-4ec3-9959-2e4ea71e78c3","9d1e1fde-babd-42bf-a400-04c5fff771ee",3,"{Agree,Emotional,Believable,""Moderately truthful"",Credible,""Very unlikely""}","{11,22,33}","2022-12-21 03:49:34.382"
"f48eff92-b94a-4da3-a4c2-934864800ea1","12e91045-5a7d-4b05-a379-84b585283ca4",2,"{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{7,16,22,24,25,30,31,32,33}","2022-12-21 03:49:34.578"
"649af0fb-adb3-43f4-9b36-e352abd098a5","abd79dd5-1505-41c6-992f-f6fc4dc35b24",0,"{""Somewhat agree"",""Moderately emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{8,27,40}","2022-12-21 03:49:34.635"
"8f1f9831-bcb0-4ed9-90bd-2b249c48e509","43f7567b-4e42-40f4-b005-9e0265670f04",4,"{""Somewhat disagree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Somewhat likely""}","{31,32,33,35,36}","2022-12-21 03:49:37.952"
"48dc53c1-3181-4da1-a1f2-86108f7053ff","c74d9ea5-80b6-44f8-b6e2-b4809170e2d5",5,"{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{29,59}","2022-12-21 03:49:40.282"
"85a6f0cc-3b7a-4aad-81c3-cf4d964a37f2","29f34d6d-9750-433f-98f9-75e1821fcc64",2,"{Disagree,Emotional,""Low believability"",""Low truthfulness"",""Low credibility"",Unlikely}","{22,24,25,27,28}","2022-12-21 03:49:43.146"
"04a17a91-a662-4f6b-ad82-066d5b7f1a8a","c2cd4ff6-b483-445f-a342-c2d64b90f8a1",3,"{Agree,""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{0,1,2,3,8,9,10,11,21,22,23,24,25}","2022-12-21 03:49:45.389"
"61b16b77-1af2-4102-8872-bc0294474319","f1c234ed-3f51-4e2a-a667-628b5f6b0c71",4,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{43}","2022-12-21 03:49:47.584"
"9f88df4d-7d1b-4d3e-9f61-d270951b4d68","2ef8f759-9336-4b2c-bbdb-a55347d092e3",2,"{Agree,""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{16,22,24,25}","2022-12-21 03:49:48.014"
"4804f33c-28b5-4732-a838-7f29093b604d","a642712d-11e2-4c36-8ecc-31f923a3c9f9",0,"{Agree,""Not at all emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{}","2022-12-21 03:49:50.014"
"6ffd2111-ba3c-434b-93ec-79c83345d059","bb7191e6-8891-4e27-835f-d72c9dee7feb",2,"{""Somewhat agree"",""Slightly emotional"",Believable,Truthful,Credible,Unlikely}","{16,17}","2022-12-21 03:49:51.689"
"f504a43d-5eb1-4c8f-803c-47bb33cdb8ea","38dc54d4-2336-40bd-8940-2e4386d180a2",0,"{Agree,""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",Unlikely}","{5,6,11,12,13,27,28}","2022-12-21 03:49:51.775"
"3900cd42-b3a2-4d27-ae08-a51abe987c22","6400fd5e-1ad7-450c-9f2c-001c39c75224",2,"{Disagree,""Low emotionality"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{}","2022-12-21 03:48:41.518"
"0681bf37-c2fe-4344-a891-06b04eceb6ed","29f34d6d-9750-433f-98f9-75e1821fcc64",0,"{Disagree,""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{8,11,12,13}","2022-12-21 03:48:50.776"
"c9de506c-96cc-4e65-a2a5-eaf1a18fb643","bb7191e6-8891-4e27-835f-d72c9dee7feb",1,"{""Strongly disagree"",""Not at all emotional"",""Very believable"",""Very truthful"",Credible,""Neither unlikely nor likely""}","{}","2022-12-21 03:48:54.919"
"1fe8de1f-fb86-4174-aaa2-7c03a6bc0f99","f1c234ed-3f51-4e2a-a667-628b5f6b0c71",2,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{7,22,24,41}","2022-12-21 03:48:58.192"
"dda21f6d-afb1-4121-83b7-7b47d92a76c1","43f7567b-4e42-40f4-b005-9e0265670f04",2,"{""Somewhat disagree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Neither unlikely nor likely""}","{35,36,37,38}","2022-12-21 03:48:58.38"
"ebb9a673-83d2-4d27-be41-ebf87e4d0818","2ef8f759-9336-4b2c-bbdb-a55347d092e3",1,"{""Somewhat disagree"",""Low emotionality"",Believable,Truthful,Credible,""Very unlikely""}","{23,24,27,28}","2022-12-21 03:48:58.943"
"93168525-ade2-47c3-ba54-d2e14ac2bf96","917088d5-9e47-4a7f-bc4c-ca5355801f02",4,"{""Strongly agree"",Emotional,""Not at all believable"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{33,35,36,44}","2022-12-21 03:49:04.589"
"5855b491-6c15-4c9f-ade9-40358e811ef5","9d1e1fde-babd-42bf-a400-04c5fff771ee",2,"{Agree,""Very emotional"",""Moderately believable"",""Slightly truthful"",""Moderately credible"",""Very unlikely""}","{7,16,22,24,25}","2022-12-21 03:49:08.444"
"21f9b150-6997-4989-af83-c78caf5c542f","bf9f9cfa-a052-4fd5-85f8-9525c5aaecad",4,"{""Strongly agree"",""Extremely emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{0,15,18,21,32,35,36,38,44,47}","2022-12-21 03:49:08.808"
"b94a42a9-6c6a-4c5d-89c6-6993408d2fc8","c2cd4ff6-b483-445f-a342-c2d64b90f8a1",2,"{Agree,""Low emotionality"",""Low believability"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{16,22,23,24,25,26,27,28}","2022-12-21 03:49:14.484"
"495e8050-568b-43b8-b263-a76f3c35ff0e","90e66104-3c8a-42b7-b545-10cacf72f927",0,"{""Strongly agree"",""Very emotional"",""Slightly believable"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","{5,6,27,28}","2022-12-21 04:26:07.692"
"91c36f44-8c2b-4a59-8954-779640c7c11c","edde4fae-6f6c-4362-9d0d-f2851ba538b6",1,"{Agree,""Very emotional"",Believable,Truthful,Credible,""Very unlikely""}","{15,16,27,28,29,30,31,32}","2022-12-21 04:26:18.545"
"9d563891-c74d-4153-a7d3-c5936020235a","65a8b048-fa6f-42dd-84d4-122fc2c31425",1,"{""Strongly agree"",""Low emotionality"",""Extremely believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{11,12,13,14,15,16}","2022-12-21 04:26:21.288"
"da751305-621c-4b82-b331-00efb3a27c27","2941b219-f3cf-4a1f-92f4-6bc24ce825e6",5,"{Disagree,""Slightly emotional"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{29,30,31,59}","2022-12-21 04:26:24.179"
"cda59361-63d6-47b7-83e8-96254798ed2c","dc24ca0b-58b6-4891-a45c-494c8b5d1b16",5,"{Disagree,""Slightly emotional"",Believable,Truthful,Credible,""Very unlikely""}","{29,30,31}","2022-12-21 04:26:27.295"
"5ff9d584-0556-4939-b0c8-dfaaa31ccabc","e4d15032-93cb-4f30-b3e3-8e29d42e7be6",2,"{Agree,""Very emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Somewhat unlikely""}","{7,8,9,22,23,24,25,47,48}","2022-12-21 04:46:45.911"
"5593d0e1-c444-49c0-9541-d123cf2074c3","c2d1b648-0809-4bbd-b55c-bef59cfc9a9e",4,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Somewhat unlikely""}","{0,1,2,3,4,5,13,14,15,32,33,34,35,36,44,45,47,48}","2022-12-21 04:47:05.944"
"a909643f-c9d1-4ea9-b415-1a1404dee822","e4d15032-93cb-4f30-b3e3-8e29d42e7be6",3,"{""Somewhat agree"",""Moderately emotional"",Believable,Truthful,Credible,""Neither unlikely nor likely""}","{3,10,11,22,23,24,25}","2022-12-21 04:47:07.601"
"9db0b64c-154c-470a-86d0-a4a874edfa5e","14cded36-3541-40be-9345-457df926173d",1,"{""Somewhat agree"",Emotional,Believable,Truthful,Credible,Unlikely}","{16,27,28}","2022-12-21 04:47:15.658"
"0221349d-5039-4476-8ac6-89c89f595e04","e4d15032-93cb-4f30-b3e3-8e29d42e7be6",4,"{""Strongly agree"",""Extremely emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","{1,3,4,5,15,32}","2022-12-21 04:47:29.637"
"dd223e43-0a3e-42ff-ab23-0027e08c49df","e4d15032-93cb-4f30-b3e3-8e29d42e7be6",5,"{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Somewhat unlikely""}","{29,30,31}","2022-12-21 04:47:48.417"
"da228ec6-7a3f-42b0-bd1f-063d82548ceb","4d7fae55-5ec5-4d6e-a900-74f7bac19ea6",5,"{Disagree,""Slightly emotional"",""Moderately believable"",""Very truthful"",""Very credible"",Likely}","{29}","2022-12-21 04:47:58.369"
"ee96b169-f061-4d37-b23f-e7d7625b2dc9","14cded36-3541-40be-9345-457df926173d",2,"{Agree,Emotional,Believable,Truthful,Credible,Unlikely}","{9,10,11,12,13,14,24}","2022-12-21 04:48:20.854"
"51708136-aef4-4a40-8ff9-452ace4cc649","c2d1b648-0809-4bbd-b55c-bef59cfc9a9e",5,"{""Somewhat agree"",Emotional,""Very believable"",""Very truthful"",""Very credible"",""Somewhat unlikely""}","{53,54,58,59,60}","2022-12-21 04:48:28.607"
"12f66587-8788-4e91-b366-c6adf9ccced7","14cded36-3541-40be-9345-457df926173d",3,"{""Somewhat agree"",""Moderately emotional"",Believable,Truthful,Credible,Unlikely}","{22,23,24,25}","2022-12-21 04:49:02.585"
"e63a0151-bc98-4a36-bf5e-bef8057b8a36","6d00812a-d0a9-4d6c-982d-3a49f44004ff",0,"{Disagree,""Not at all emotional"",Believable,Truthful,Credible,""Very unlikely""}","{}","2022-12-21 04:49:52.072"
"30f556cf-8d0a-434b-9d15-36dbc5b74c72","6b53b357-5198-428a-9eff-d07aa243b5e7",1,"{""Somewhat agree"",""Moderately emotional"",""Very believable"",""Very truthful"",""Very credible"",""Neither unlikely nor likely""}","{0,1,16}","2022-12-21 03:49:57.113"
"e37d10a8-aefa-4438-a234-8a80291b160f","f1c234ed-3f51-4e2a-a667-628b5f6b0c71",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{29}","2022-12-21 03:50:06.676"
